event_id,lead_id,stage,stage_date,revenue
EVT001116,L00388,Lost,2025-02-09,0.0
EVT001117,L00389,Lead,2025-05-27,0.0
EVT001118,L00389,Lost,2025-06-04,0.0
EVT001119,L00390,Lead,2025-06-30,0.0
EVT001120,L00390,MQL,2025-07-09,0.0
EVT001121,L00390,Lost,2025-07-18,0.0
EVT001122,L00391,Lead,2025-06-12,0.0
EVT001123,L00391,MQL,2025-06-26,0.0
EVT001124,L00391,Lost,2025-07-08,0.0
EVT001125,L00392,Lead,2025-02-24,0.0
EVT001126,L00392,Lost,2025-02-28,0.0
EVT001127,L00393,Lead,2025-06-28,0.0
EVT001128,L00393,Lost,2025-07-16,0.0
EVT001129,L00394,Lead,2025-01-05,0.0
EVT001130,L00394,Lost,2025-01-17,0.0
EVT001131,L00395,Lead,2025-05-15,0.0
EVT001132,L00395,MQL,2025-05-29,0.0
EVT001133,L00395,SQL,2025-06-07,0.0
EVT001134,L00395,Lost,2025-06-14,0.0
EVT001135,L00396,Lead,2025-06-22,0.0
EVT001136,L00396,Lost,2025-06-26,0.0
EVT001137,L00397,Lead,2025-06-21,0.0
EVT001138,L00397,MQL,2025-06-22,0.0
EVT001139,L00397,Lost,2025-07-04,0.0
EVT001140,L00398,Lead,2025-06-06,0.0
EVT001141,L00398,Lost,2025-06-22,0.0
EVT001142,L00399,Lead,2025-03-22,0.0
EVT001143,L00399,MQL,2025-03-31,0.0
EVT001144,L00399,SQL,2025-04-06,0.0
EVT001145,L00399,Lost,2025-05-01,0.0
EVT001146,L00400,Lead,2025-06-21,0.0
EVT001147,L00400,Lost,2025-07-09,0.0
EVT001148,L00401,Lead,2025-05-02,0.0
EVT001149,L00401,MQL,2025-05-16,0.0
EVT001150,L00401,SQL,2025-05-22,0.0
EVT001151,L00401,Lost,2025-06-05,0.0
EVT001152,L00402,Lead,2025-03-24,0.0
EVT001153,L00402,MQL,2025-04-06,0.0
EVT001154,L00402,Lost,2025-04-19,0.0
EVT001155,L00403,Lead,2025-04-09,0.0
EVT001156,L00403,MQL,2025-04-23,0.0
EVT001157,L00403,SQL,2025-05-11,0.0
EVT001158,L00403,Lost,2025-05-22,0.0
EVT001159,L00404,Lead,2025-02-09,0.0
EVT001160,L00404,MQL,2025-02-18,0.0
EVT001161,L00404,SQL,2025-03-08,0.0
EVT001162,L00404,Lost,2025-03-15,0.0
EVT001163,L00405,Lead,2025-03-03,0.0
EVT001164,L00405,MQL,2025-03-10,0.0
EVT001165,L00405,SQL,2025-03-27,0.0
EVT001166,L00405,Lost,2025-04-21,0.0
EVT001167,L00406,Lead,2025-01-26,0.0
EVT001168,L00406,MQL,2025-02-02,0.0
EVT001169,L00406,SQL,2025-02-20,0.0
EVT001170,L00406,Customer,2025-02-26,19923.3
EVT001171,L00407,Lead,2025-05-25,0.0
EVT001172,L00407,MQL,2025-06-05,0.0
EVT001173,L00407,Lost,2025-06-28,0.0
EVT001174,L00408,Lead,2025-01-11,0.0
EVT001175,L00408,MQL,2025-01-15,0.0
EVT001176,L00408,SQL,2025-02-01,0.0
EVT001177,L00408,Lost,2025-02-07,0.0
EVT001178,L00409,Lead,2025-06-30,0.0
EVT001179,L00409,MQL,2025-07-08,0.0
EVT001180,L00409,Lost,2025-07-28,0.0
EVT001181,L00410,Lead,2025-01-16,0.0
EVT001182,L00410,MQL,2025-01-28,0.0
EVT001183,L00410,Lost,2025-02-20,0.0
EVT001184,L00411,Lead,2025-02-01,0.0
EVT001185,L00411,Lost,2025-02-19,0.0
EVT001186,L00412,Lead,2025-06-16,0.0
EVT001187,L00412,Lost,2025-07-03,0.0
EVT001188,L00413,Lead,2025-01-02,0.0
EVT001189,L00413,MQL,2025-01-03,0.0
EVT001190,L00413,Lost,2025-01-17,0.0
EVT001191,L00414,Lead,2025-06-01,0.0
EVT001192,L00414,Lost,2025-06-20,0.0
EVT001193,L00415,Lead,2025-03-09,0.0
EVT001194,L00415,Lost,2025-03-13,0.0
EVT001195,L00416,Lead,2025-06-08,0.0
EVT001196,L00416,MQL,2025-06-11,0.0
EVT001197,L00416,Lost,2025-07-06,0.0
EVT001198,L00417,Lead,2025-02-13,0.0
EVT001199,L00417,Lost,2025-02-24,0.0
EVT001200,L00418,Lead,2025-05-09,0.0
EVT001201,L00418,Lost,2025-05-18,0.0
EVT001202,L00419,Lead,2025-03-24,0.0
EVT001203,L00419,MQL,2025-03-28,0.0
EVT001204,L00419,SQL,2025-04-17,0.0
EVT001205,L00419,Lost,2025-05-06,0.0
EVT001206,L00420,Lead,2025-04-30,0.0
EVT001207,L00420,MQL,2025-05-10,0.0
EVT001208,L00420,SQL,2025-05-27,0.0
EVT001209,L00420,Lost,2025-06-11,0.0
EVT001210,L00421,Lead,2025-06-19,0.0
EVT001211,L00421,MQL,2025-06-28,0.0
EVT001212,L00421,SQL,2025-07-08,0.0
EVT001213,L00421,Lost,2025-08-08,0.0
EVT001214,L00422,Lead,2025-06-04,0.0
EVT001215,L00422,MQL,2025-06-10,0.0
EVT001216,L00422,Lost,2025-07-03,0.0
EVT001217,L00423,Lead,2025-06-26,0.0
EVT001218,L00423,Lost,2025-07-07,0.0
EVT001219,L00424,Lead,2025-01-24,0.0
EVT001220,L00424,MQL,2025-01-31,0.0
EVT001221,L00424,Lost,2025-02-23,0.0
EVT001222,L00425,Lead,2025-01-17,0.0
EVT001223,L00425,MQL,2025-01-21,0.0
EVT001224,L00425,Lost,2025-02-08,0.0
EVT001225,L00426,Lead,2025-06-06,0.0
EVT001226,L00426,MQL,2025-06-15,0.0
EVT001227,L00426,Lost,2025-07-06,0.0
EVT001228,L00427,Lead,2025-04-18,0.0
EVT001229,L00427,MQL,2025-05-01,0.0
EVT001230,L00427,Lost,2025-05-20,0.0
EVT001231,L00428,Lead,2025-06-08,0.0
EVT001232,L00428,MQL,2025-06-12,0.0
EVT001233,L00428,SQL,2025-07-03,0.0
EVT001234,L00428,Customer,2025-07-24,13192.88
EVT001235,L00429,Lead,2025-03-13,0.0
EVT001236,L00429,Lost,2025-03-23,0.0
EVT001237,L00430,Lead,2025-02-09,0.0
EVT001238,L00430,Lost,2025-02-12,0.0
EVT001239,L00431,Lead,2025-02-03,0.0
EVT001240,L00431,MQL,2025-02-07,0.0
EVT001241,L00431,Lost,2025-02-10,0.0
EVT001242,L00432,Lead,2025-01-05,0.0
EVT001243,L00432,Lost,2025-01-10,0.0
EVT001244,L00433,Lead,2025-05-23,0.0
EVT001245,L00433,MQL,2025-06-05,0.0
EVT001246,L00433,SQL,2025-06-18,0.0
EVT001247,L00433,Lost,2025-06-23,0.0
EVT001248,L00434,Lead,2025-05-11,0.0
EVT001249,L00434,MQL,2025-05-22,0.0
EVT001250,L00434,SQL,2025-05-30,0.0
EVT001251,L00434,Lost,2025-07-03,0.0
EVT001252,L00435,Lead,2025-01-13,0.0
EVT001253,L00435,MQL,2025-01-16,0.0
EVT001254,L00435,SQL,2025-02-01,0.0
EVT001255,L00435,Customer,2025-03-09,10056.6
EVT001256,L00436,Lead,2025-03-21,0.0
EVT001257,L00436,MQL,2025-04-01,0.0
EVT001258,L00436,SQL,2025-04-08,0.0
EVT001259,L00436,Lost,2025-05-03,0.0
EVT001260,L00437,Lead,2025-04-04,0.0
EVT001261,L00437,MQL,2025-04-12,0.0
EVT001262,L00437,SQL,2025-04-22,0.0
EVT001263,L00437,Lost,2025-05-14,0.0
EVT001264,L00438,Lead,2025-02-12,0.0
EVT001265,L00438,MQL,2025-02-13,0.0
EVT001266,L00438,SQL,2025-03-01,0.0
EVT001267,L00438,Customer,2025-04-06,17566.66
EVT001268,L00439,Lead,2025-04-11,0.0
EVT001269,L00439,MQL,2025-04-14,0.0
EVT001270,L00439,SQL,2025-04-17,0.0
EVT001271,L00439,Lost,2025-04-29,0.0
EVT001272,L00440,Lead,2025-02-09,0.0
EVT001273,L00440,Lost,2025-02-18,0.0
EVT001274,L00441,Lead,2025-01-23,0.0
EVT001275,L00441,Lost,2025-02-08,0.0
EVT001276,L00442,Lead,2025-05-13,0.0
EVT001277,L00442,Lost,2025-05-27,0.0
EVT001278,L00443,Lead,2025-04-09,0.0
EVT001279,L00443,Lost,2025-04-26,0.0
EVT001280,L00444,Lead,2025-02-15,0.0
EVT001281,L00444,Lost,2025-02-25,0.0
EVT001282,L00445,Lead,2025-04-23,0.0
EVT001283,L00445,MQL,2025-04-24,0.0
EVT001284,L00445,Lost,2025-04-30,0.0
EVT001285,L00446,Lead,2025-05-19,0.0
EVT001286,L00446,MQL,2025-05-23,0.0
EVT001287,L00446,Lost,2025-06-10,0.0
EVT001288,L00447,Lead,2025-05-22,0.0
EVT001289,L00447,Lost,2025-06-05,0.0
EVT001290,L00448,Lead,2025-04-25,0.0
EVT001291,L00448,MQL,2025-04-27,0.0
EVT001292,L00448,SQL,2025-05-13,0.0
EVT001293,L00448,Customer,2025-05-27,2575.79
EVT001294,L00449,Lead,2025-04-07,0.0
EVT001295,L00449,MQL,2025-04-18,0.0
EVT001296,L00449,Lost,2025-04-24,0.0
EVT001297,L00450,Lead,2025-01-03,0.0
EVT001298,L00450,Lost,2025-01-11,0.0
EVT001299,L00451,Lead,2025-02-23,0.0
EVT001300,L00451,MQL,2025-03-03,0.0
EVT001301,L00451,SQL,2025-03-20,0.0
EVT001302,L00451,Lost,2025-04-08,0.0
EVT001303,L00452,Lead,2025-02-18,0.0
EVT001304,L00452,MQL,2025-03-04,0.0
EVT001305,L00452,Lost,2025-03-13,0.0
EVT001306,L00453,Lead,2025-06-07,0.0
EVT001307,L00453,MQL,2025-06-18,0.0
EVT001308,L00453,SQL,2025-07-09,0.0
EVT001309,L00453,Lost,2025-07-25,0.0
EVT001310,L00454,Lead,2025-06-11,0.0
EVT001311,L00454,Lost,2025-06-22,0.0
EVT001312,L00455,Lead,2025-01-23,0.0
EVT001313,L00455,Lost,2025-01-27,0.0
EVT001314,L00456,Lead,2025-06-24,0.0
EVT001315,L00456,Lost,2025-06-28,0.0
EVT001316,L00457,Lead,2025-01-09,0.0
EVT001317,L00457,MQL,2025-01-15,0.0
EVT001318,L00457,SQL,2025-02-01,0.0
EVT001319,L00457,Customer,2025-03-10,10491.86
EVT001320,L00458,Lead,2025-01-14,0.0
EVT001321,L00458,Lost,2025-01-18,0.0
EVT001322,L00459,Lead,2025-03-23,0.0
EVT001323,L00459,MQL,2025-03-24,0.0
EVT001324,L00459,SQL,2025-04-03,0.0
EVT001325,L00459,Customer,2025-05-06,6221.4
EVT001326,L00460,Lead,2025-05-23,0.0
EVT001327,L00460,MQL,2025-06-06,0.0
EVT001328,L00460,SQL,2025-06-18,0.0
EVT001329,L00460,Lost,2025-07-01,0.0
EVT001330,L00461,Lead,2025-06-15,0.0
EVT001331,L00461,MQL,2025-06-17,0.0
EVT001332,L00461,SQL,2025-06-25,0.0
EVT001333,L00461,Lost,2025-07-30,0.0
EVT001334,L00462,Lead,2025-02-25,0.0
EVT001335,L00462,MQL,2025-03-04,0.0
EVT001336,L00462,Lost,2025-03-24,0.0
EVT001337,L00463,Lead,2025-02-09,0.0
EVT001338,L00463,MQL,2025-02-17,0.0
EVT001339,L00463,Lost,2025-03-03,0.0
EVT001340,L00464,Lead,2025-06-19,0.0
EVT001341,L00464,Lost,2025-07-03,0.0
EVT001342,L00465,Lead,2025-04-20,0.0
EVT001343,L00465,Lost,2025-04-26,0.0
EVT001344,L00466,Lead,2025-01-28,0.0
EVT001345,L00466,Lost,2025-02-13,0.0
EVT001346,L00467,Lead,2025-01-21,0.0
EVT001347,L00467,MQL,2025-02-04,0.0
EVT001348,L00467,Lost,2025-02-23,0.0
EVT001349,L00468,Lead,2025-01-13,0.0
EVT001350,L00468,MQL,2025-01-16,0.0
EVT001351,L00468,SQL,2025-02-02,0.0
EVT001352,L00468,Customer,2025-03-03,7390.72
EVT001353,L00469,Lead,2025-04-28,0.0
EVT001354,L00469,MQL,2025-04-29,0.0
EVT001355,L00469,Lost,2025-05-06,0.0
EVT001356,L00470,Lead,2025-03-07,0.0
EVT001357,L00470,MQL,2025-03-15,0.0
EVT001358,L00470,Lost,2025-04-03,0.0
EVT001359,L00471,Lead,2025-04-20,0.0
EVT001360,L00471,MQL,2025-04-27,0.0
EVT001361,L00471,SQL,2025-05-14,0.0
EVT001362,L00471,Lost,2025-06-03,0.0
EVT001363,L00472,Lead,2025-05-05,0.0
EVT001364,L00472,MQL,2025-05-11,0.0
EVT001365,L00472,Lost,2025-05-15,0.0
EVT001366,L00473,Lead,2025-04-13,0.0
EVT001367,L00473,MQL,2025-04-20,0.0
EVT001368,L00473,Lost,2025-05-10,0.0
EVT001369,L00474,Lead,2025-05-04,0.0
EVT001370,L00474,Lost,2025-05-10,0.0
EVT001371,L00475,Lead,2025-03-10,0.0
EVT001372,L00475,Lost,2025-03-19,0.0
EVT001373,L00476,Lead,2025-05-29,0.0
EVT001374,L00476,Lost,2025-06-08,0.0
EVT001375,L00477,Lead,2025-01-24,0.0
EVT001376,L00477,MQL,2025-01-31,0.0
EVT001377,L00477,Lost,2025-02-17,0.0
EVT001378,L00478,Lead,2025-03-30,0.0
EVT001379,L00478,MQL,2025-04-10,0.0
EVT001380,L00478,SQL,2025-04-29,0.0
EVT001381,L00478,Customer,2025-05-25,17182.4
EVT001382,L00479,Lead,2025-02-04,0.0
EVT001383,L00479,MQL,2025-02-13,0.0
EVT001384,L00479,Lost,2025-02-20,0.0
EVT001385,L00480,Lead,2025-01-23,0.0
EVT001386,L00480,MQL,2025-02-05,0.0
EVT001387,L00480,Lost,2025-02-20,0.0
EVT001388,L00481,Lead,2025-03-16,0.0
EVT001389,L00481,MQL,2025-03-28,0.0
EVT001390,L00481,SQL,2025-04-11,0.0
EVT001391,L00481,Customer,2025-04-25,10726.6
EVT001392,L00482,Lead,2025-06-05,0.0
EVT001393,L00482,Lost,2025-06-25,0.0
EVT001394,L00483,Lead,2025-02-23,0.0
EVT001395,L00483,MQL,2025-02-26,0.0
EVT001396,L00483,Lost,2025-03-11,0.0
EVT001397,L00484,Lead,2025-02-25,0.0
EVT001398,L00484,MQL,2025-03-05,0.0
EVT001399,L00484,SQL,2025-03-15,0.0
EVT001400,L00484,Lost,2025-04-10,0.0
EVT001401,L00485,Lead,2025-01-19,0.0
EVT001402,L00485,Lost,2025-01-25,0.0
EVT001403,L00486,Lead,2025-05-28,0.0
EVT001404,L00486,Lost,2025-06-11,0.0
EVT001405,L00487,Lead,2025-04-14,0.0
EVT001406,L00487,Lost,2025-04-24,0.0
EVT001407,L00488,Lead,2025-06-08,0.0
EVT001408,L00488,MQL,2025-06-14,0.0
EVT001409,L00488,SQL,2025-06-27,0.0
EVT001410,L00488,Lost,2025-07-04,0.0
EVT001411,L00489,Lead,2025-01-04,0.0
EVT001412,L00489,Lost,2025-01-19,0.0
EVT001413,L00490,Lead,2025-04-02,0.0
EVT001414,L00490,Lost,2025-04-05,0.0
EVT001415,L00491,Lead,2025-01-16,0.0
EVT001416,L00491,MQL,2025-01-24,0.0
EVT001417,L00491,SQL,2025-01-29,0.0
EVT001418,L00491,Customer,2025-03-05,12766.0
EVT001419,L00492,Lead,2025-05-26,0.0
EVT001420,L00492,Lost,2025-06-08,0.0
EVT001421,L00493,Lead,2025-02-27,0.0
EVT001422,L00493,MQL,2025-03-02,0.0
EVT001423,L00493,SQL,2025-03-17,0.0
EVT001424,L00493,Customer,2025-03-30,10915.94
EVT001425,L00494,Lead,2025-01-29,0.0
EVT001426,L00494,MQL,2025-02-11,0.0
EVT001427,L00494,SQL,2025-02-17,0.0
EVT001428,L00494,Customer,2025-03-06,17561.99
EVT001429,L00495,Lead,2025-04-02,0.0
EVT001430,L00495,MQL,2025-04-11,0.0
EVT001431,L00495,SQL,2025-04-27,0.0
EVT001432,L00495,Customer,2025-05-15,5936.04
EVT001433,L00496,Lead,2025-04-04,0.0
EVT001434,L00496,MQL,2025-04-11,0.0
EVT001435,L00496,Lost,2025-04-26,0.0
EVT001436,L00497,Lead,2025-06-18,0.0
EVT001437,L00497,MQL,2025-06-23,0.0
EVT001438,L00497,Lost,2025-07-05,0.0
EVT001439,L00498,Lead,2025-04-11,0.0
EVT001440,L00498,Lost,2025-04-29,0.0
EVT001441,L00499,Lead,2025-02-25,0.0
EVT001442,L00499,MQL,2025-02-27,0.0
EVT001443,L00499,Lost,2025-03-23,0.0
EVT001444,L00500,Lead,2025-03-11,0.0
EVT001445,L00500,Lost,2025-03-16,0.0
